camp_name,camp_url,camp_img_url,address,postal_code,lat,long,earliest_open_date,latest_open_date,full_season,overnight_site,roofed_lodging,tenting_available,total_sites,overnight_sites,seasonal_sites,max_amperage,electrical_water_sewer,electrical_water,electrical,no_services,max_length_of_rv,activities,accessible_facilities,boating,cable_tv,controlled_access,credit_debit_cards,dumping,group_camping,hot_tub,hotspot,wifi_at_site,laundromat,pet_friendly,planned_activities,playground,propane,pull_thru_sites,rec_hall,restaurant,store,indoor_pool,lake_river_beach,outdoor_pool,toilets_pit_outside,toilets_showers
Olympia Village RV Park and Campground,https://campinginontario.ca/OlympiaVillageRVParkandCampground,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/277Olympia%20Village%201.jpg,"1161 Conc 4, RR 2, Waterdown, Ontario, L0R 2H2",L0R 2H2,43.30276,-80.05149,2020-04-15,2020-10-31,1,1,0,0,242,33,209,50,234,8,0,0,45,"Amusement park, Baseball, Casino, Dances, Fishing, Golf, Walking/hiking trails, Wildlife viewing/birding",1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1
Otter's Edge Estates,https://campinginontario.ca/OttersEdgeEstates,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/3694Otters%20Edge%20Estates.jpg,"4899 Plank Road, RR #2, Vienna, Ontario, N0J 1Z0",N0J 1Z0,42.66277,-80.7981,2020-05-15,2020-10-12,1,1,0,0,60,5,55,30,60,0,0,0,"
","Walking/hiking trails, Fishing, Golf, Horseshoes, Mountain biking, Museum/heritage sites, Restaurants, Volleyball",0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1
Our Ponderosa Cottage & RV Resort - Parkbridge,https://campinginontario.ca/OurPonderosaCottageandRVResort,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/281Our%20Ponderosa%20Cottage%20and%20RV%20Resort.jpg,"9338 West Ipperwash Rd, Lambton Shores, Ontario, N0N 1J2",N0N 1J2,43.18916,-81.98942,2020-05-01,2020-10-18,1,1,1,0,410,73,337,50,410,0,0,0,"
","Basketball, Cycling, Golf, Golf (mini), Horseshoes, Shuffleboard, Volleyball, Water park",1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1
Paradise Valley,https://campinginontario.ca/ParadiseValley,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/282Paradise%20Valley%201.jpg,"4895 Lakeshore Rd, Plympton-Wyoming, Ontario, N0N 1J6",N0N 1J6,43.09409,-82.12709,2020-05-01,2020-10-18,1,1,1,1,377,66,311,30,338,0,0,39,50,"Boat rental (non-motorized), Dances, Day use, Farmers' market/stands, Fishing, Golf (mini), Volleyball, Wildlife viewing/birding",1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1
Parc Sutton Bay Park,https://campinginontario.ca/ParcSuttonBayPark,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/283Parc%20Sutton%20Bay%20Park.JPG,"841514 Waugh's Hill Rd, RR 3, New Liskeard, Ontario, P0J 1P0",P0J 1P0,47.56677,-79.58245,2020-04-24,2020-10-12,1,1,0,0,130,100,30,30,100,25,0,5,"
","Basketball, Boat rental (non-motorized), Dances, Fishing, Golf, Horseshoes, Music Festival, Restaurants",1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
Parry Sound KOA Campground,https://campinginontario.ca/ParrySoundKOACampground,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/285Parry%20Sound%20KOA%20Campground.jpg,"276 Rankin Lake Rd, Seguin, Ontario, P2A 0B2",P2A 0B2,45.29875,-79.90639,2020-05-08,2020-10-12,1,1,1,1,98,88,10,50,0,63,0,35,90,"ATV-friendly, Basketball, Fishing, Golf (mini), Shopping, Table tennis, Volleyball, Walking/hiking trails",0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
Paul Bunyan Lake Front Resort,https://campinginontario.ca/PaulBunyanLakeFrontResort,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/286Paul%20Bunyan%205.jpg,"75559 Lidderdale St, Bayfield, Ontario, N0M 1G0",N0M 1G0,43.54892,-81.70309,2020-04-24,2020-10-19,1,1,0,0,383,13,370,50,383,0,0,0,45,"Basketball, Dances, Horseshoes, Pedal carts, Soccer, Swimming (lake, river), Volleyball, Walking/hiking trails",1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
Paul's Creek Camping Ltd.,https://campinginontario.ca/PaulsCreekCamping,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/3696Pauls%20Creek%204.jpg,"6758 County Rd 12, McDonalds Corners, Ontario, K0G 1M0",K0G 1M0,44.94097,-76.58668,2020-05-01,2020-10-12,1,1,1,1,140,80,60,30,60,60,0,20,50,"Walking/hiking trails, ATV-friendly, Basketball, Cycling, Fishing, Restaurants, Wine tours, Volleyball",1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1
Pickerel Park RV Resort,https://campinginontario.ca/PickerelParkRVResort,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/287Pickerel%20Park%20Carefree%20RV%20Resort.JPG,"665 South Shore Rd, Napanee, Ontario, K7R 3K7",K7R 3K7,44.14881,-76.94447,2020-05-01,2020-10-31,1,1,0,1,210,70,140,30,0,153,0,57,45,"Basketball, Cycling, Dances, Fishing, Horseshoes, Motorboats allowed, Swimming (lake, river), Water skiing",0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1
Pigeon Lake Park,https://campinginontario.ca/PigeonLakePark,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/290_DSC0030-1.JPG,"1418 Tracey's Hill Rd, Lindsay, Ontario, K9V 4R5",K9V 4R5,44.37565,-78.52324,2020-05-10,2020-10-15,1,0,0,0,303,0,303,30,303,0,0,0,45,"Baseball, Basketball, Dances, Golf (mini), Horseshoes, Restaurants, Shopping, Volleyball",0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1
Pine Ridge Resort,https://campinginontario.ca/PineRidgeResort1,https://campinginontario.ca/images/camping/nullbg.jpg,"1841 Fifth Lake Rd, Parham, Ontario, K0H 2K0",K0H 2K0,44.61128,-76.85413,2020-05-15,2020-10-12,1,1,1,1,79,59,20,30,0,10,44,25,40,"Boat rental (non-motorized), Fishing, Motorboats allowed, Swimming (lake, river), Boat rental (motorized)",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1
Pine Valley Park,https://campinginontario.ca/PineValleyPark,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/299Pine%20Valley%20Park.jpg,"955 Valens Rd, RR 2, Flamborough, Ontario, N0B 1L0",N0B 1L0,43.31979,-80.11146,2020-05-01,2020-10-12,1,1,1,1,300,15,285,30,0,300,0,0,40,"Soccer, Baseball, Basketball, Dances, Fishing, Horseshoes, Movies",0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
Pine Valley Resort,https://campinginontario.ca/PineValleyResort,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/487Cottage.jpg,"1262 Pine Valley Rd, Stonecliffe, Ontario, K0J 2K0",K0J 2K0,46.19961,-77.87704,2020-05-01,2020-11-01,1,1,1,1,28,8,20,30,26,2,0,0,"
","ATV-friendly, Boat rental (motorized), Fishing, Snowmobiling, Swimming (lake, river)",1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1
Pineaires Resorts Inc,https://campinginontario.ca/PineairesResortsInc,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/300Pineaires%20Resorts%20Inc.jpg,"54 Fire Route 32 Elbow Point Rd, Buckhorn, Ontario, K0L 1J0",K0L 1J0,44.5642,-78.31972,2020-05-08,2020-10-12,1,1,1,1,165,25,140,30,155,10,0,0,42,"Boat rental (motorized), Dances, Fishing, Horseshoes, Restaurants, Swimming (lake, river), Walking/hiking trails, Wine tours",0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1
Point of Mara Resort & Trailer Park,https://campinginontario.ca/PointofMaraResortAndTrailerPark,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/304Point%20of%20Mara%20Resort.jpg,"2268 Lakeshore Dr, PO Box 71, Brechin, Ontario, L0K 1B0",L0K 1B0,44.51646,-79.19889,2020-05-01,2020-10-12,1,1,1,1,89,15,74,30,75,4,0,10,40,"Baseball, Basketball, Boat rental (non-motorized), Day use, Pedal carts, Soccer, Swimming (lake, river)",0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1
Quinte's Isle Campark,https://campinginontario.ca/QuintesIsleCampark,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/311Quintes%20Isle%20Campark.jpg,"237 Salmon Point Rd, Cherry Valley, Ontario, K0K 1P0",K0K 1P0,43.87315,-77.22359,2020-04-15,2020-10-31,1,1,1,1,425,125,300,50,300,125,0,0,80,"Dances, Fishing, Golf (mini), Scuba diving, Shuffleboard, Swimming (lake, river), Tennis, Wine tours",1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Red Eagle Family Campground,https://campinginontario.ca/RedEagleFamilyCampground,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/314Red%20Eagle%20Family%20Campground%201.jpg,"289 Wollaston Lake Rd, PO Box 119, Coe Hill, Ontario, K0L 1P0",K0L 1P0,44.85672,-77.83243,2020-05-15,2020-10-12,1,0,1,0,226,0,226,30,226,0,0,0,40,"ATV-friendly, Boat rental (motorized), Dances, Fishing, Horseshoes, Swimming (lake, river), Volleyball, Walking/hiking trails",1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1
Remi Lake Holiday Bay,https://campinginontario.ca/RemiLakeHolidayBay,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/602Remi%20Lake%20Holiday%20Bay%20Trailer%20Park.jpg,"80 Ouellette Bay, Moonbeam, Ontario, P0L 1V0",P0L 1V0,49.38472,-82.20254,2020-05-15,2020-09-14,1,1,1,1,45,25,20,30,40,0,0,5,"
","Cycling, Fishing, Motorboats allowed, Mountain biking, Swimming (lake, river), Walking/hiking trails, Water skiing, Wildlife viewing/birding",0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
Riverside Park Motel & Campground,https://campinginontario.ca/RiversideParkMotelAndCampground,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/328Riverside%20Park%20Motel%20and%20Camground.jpg,"13541 Niagara Pkwy, Niagara Falls, Ontario, L2G 0P8",L2G 0P8,42.98492,-79.02603,2020-05-01,2020-10-01,1,1,1,1,100,85,15,50,54,22,0,24,42,"Water skiing, Boat rental (non-motorized), Cycling, Fishing, Golf (mini), Horseshoes, Soccer",1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1
Riverwood Park,https://campinginontario.ca/RiverwoodPark,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/329Riverwood%20Park%201.JPG,"78 Riverwood Park Rd, RR 4, Lindsay, Ontario, K9V 0K2",K9V 0K2,44.32319,-78.72418,2020-05-15,2020-10-12,1,1,1,1,310,50,260,30,275,35,0,0,44,"Baseball, Dances, Fishing, Motorboats allowed, Swimming (lake, river), Volleyball, Water skiing",1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Rock Glen Family Resort,https://campinginontario.ca/RockGlenFamilyResort,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/331011.jpg,"8685 Rock Glen Rd, Arkona, Ontario, N0M 1B0",N0M 1B0,43.08446,-81.8209,2020-01-01,2020-12-31,1,1,1,0,200,100,100,50,170,30,0,0,42,"Dances, Day use, Fishing, Fitness, Golf (mini), Horseshoes, Snowmobiling, Table tennis",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
Rockcliffe Park,https://campinginontario.ca/RockcliffePark,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/3331P9A0397.JPG,"2728 County Rd 45 (Monck Rd), RR 1, Kirkfield, Ontario, K0M 2B0",K0M 2B0,44.71897,-78.90102,2020-05-01,2020-10-15,1,1,0,0,239,6,233,30,239,0,0,0,45,"ATV-friendly, Baseball, Basketball, Dances, Fishing, Horseshoes, Swimming (lake, river), Walking/hiking trails",1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1
Rondeau Shores Trailer Park,https://campinginontario.ca/RondeauShoresTrailerPark,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/664Rondeau%20Shores%20Trailer%20Park.jpg,"12686 New Scotland Line, Morpeth, Ontario, N0P 1X0",N0P 1X0,42.38001,-81.82518,2020-05-15,2020-10-15,1,1,0,0,117,6,111,20,111,6,0,0,38,"Fishing, Golf, Horseshoes, Pedal carts, Swimming (lake, river), Table tennis, Wildlife viewing/birding, Wine tours",0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1
Sandbanks River Country Campground,https://campinginontario.ca/SandbanksRiverCountryCampground,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/683Sandbanks%20River%20Country%20Campground.jpg,"1854 County Rd 18, Picton, Ontario, K0K 2T0",K0K 2T0,43.90167,-77.22739,2020-05-01,2020-10-15,1,1,0,1,171,106,65,50,153,8,0,10,44,"Cycling, Farmers' market/stands, Fishing, Golf, Museum/heritage sites, Restaurants, Walking/hiking trails, Wine tours",1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
Santa's Whispering Pines Campground,https://campinginontario.ca/SantasWhisperingPinesCampground,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/346IMGP0967.JPG,"1623 Golden Beach Rd, Bracebridge, Ontario, P1L 1W8",P1L 1W8,45.02807,-79.36652,2020-05-15,2020-10-12,1,1,1,1,150,147,3,50,0,132,0,18,45,"Amusement park, Boat rental (non-motorized), Fishing, Go-karts, Golf, Mountain biking, Walking/hiking trails, Ziplining",1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1
Sauble River Family Camp,https://campinginontario.ca/SaubleRiverFamilyCamp,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/467SaubleSign.png,"1341 Sauble Falls Rd, RR 1, Sauble Beach, Ontario, N0H 2G0",N0H 2G0,44.67107,-81.2649,2020-05-01,2020-10-12,1,0,0,0,160,0,160,30,160,0,0,0,"
","Dances, Horseshoes, Movies, Swimming (lake, river), Table tennis",0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1
Saugeen Springs RV Park,https://campinginontario.ca/SaugeenSpringsRVPark,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/350DSC_0820%20(1).JPG,"173844 Mulock Rd, RR 3, Hanover, Ontario, N4N 3B9",N4N 3B9,44.21469,-80.91877,2020-04-01,2020-11-15,1,1,1,1,204,124,80,30,57,147,0,0,50,"Boat rental (non-motorized), Day use, Fishing, Horseshoes, Pedal carts, Shuffleboard, Swimming (lake, river), Walking/hiking trails",0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1
Serenity Bay Cottage & RV Park,https://campinginontario.ca/SerenityBayCottageAndRVPark,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/354Serenity%20Bay%20Cottage.jpg,"7200 Hwy 60, RR 3, Eganville, Ontario, K0J 1T0",K0J 1T0,45.54971,-77.0346,2020-05-08,2020-10-18,1,1,1,0,88,3,85,30,88,0,0,0,48,"Fishing, Golf, Museum/heritage sites, Whitewater rafting, Ziplining",0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1
Serenity Hills RV Park,https://campinginontario.ca/SerenityHillsRVPark,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/560serenity%20hills%20rv%20park.jpg,"435 Castleford Rd, Renfrew, Ontario, K7V 3Z8",K7V 3Z8,45.51347,-76.60796,2020-05-08,2020-10-18,1,1,0,1,85,35,50,30,85,0,0,0,48,"Whitewater rafting, Music Festival, Ziplining, Farmers' market/stands, Golf",0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1
Shady Pines Campground Inc,https://campinginontario.ca/ShadyPinesCampgroundInc,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/356Shady%20Pines%20Campground%2017.jpg,"11316 Petty St, RR 1, Ailsa Craig, Ontario, N0M 1A0",N0M 1A0,43.11718,-81.54299,2020-05-01,2020-10-18,1,1,0,1,190,40,150,30,150,20,0,20,"
","Cycling, Dances, Fishing, Golf, Horseshoes, Table tennis, Volleyball, Walking/hiking trails",1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1
Shamadon Resort,https://campinginontario.ca/ShamadonResort,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/358Shamadon%201.jpg,"231764 Conc 2 WGR, RR 3, Ayton, Ontario, N0G 1C0",N0G 1C0,44.03684,-80.82321,2020-05-13,2020-10-12,1,1,1,1,142,76,66,50,139,2,0,1,46,"Basketball, Cycling, Fishing, Fitness, Horseshoes, Swimming (lake, river), Walking/hiking trails, Wildlife viewing/birding",0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1
Shelter Valley Campground,https://campinginontario.ca/ShelterValleyCampground,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/360Shelter%20Valley%20Campground.jpg,"36534 Huron Rd, RR 2, Clinton, Ontario, N0M 1L0",N0M 1L0,43.68786,-81.63164,2020-05-08,2020-10-12,1,1,1,1,173,29,144,50,98,74,0,1,"
","Basketball, Fishing, Horseshoes, Shuffleboard, Swimming (lake, river), Volleyball, Walking/hiking trails, Wildlife viewing/birding",1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
Sherkston Shores,https://campinginontario.ca/SherkstonShores,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/362Sherkston%20Shores.jpg,"490 Empire Rd, RR 1, Sherkston, Ontario, L0S 1R0",L0S 1R0,42.87517,-79.13446,2020-05-01,2020-10-31,1,1,1,1,245,210,35,50,153,70,0,22,40,"Fishing, Golf (mini), Motorboats allowed, Restaurants, Skateboard/rollerblade park, Spa, Swimming (lake, river), Water park",1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
Silent Valley Cottage & RV Resort - Parkbridge,https://campinginontario.ca/SilentValleyCottageandRVResort,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/365Silent%20Valley%20Cottage%20and%20RV%20Park.jpg,"142571 Rd 35, RR 3, Ayton, Ontario, N0G 1C0",N0G 1C0,44.06588,-80.83079,2020-05-01,2020-10-01,1,1,1,1,330,57,273,30,297,14,0,19,"
","Basketball, Dances, Fishing, Golf, Horseshoes, Swimming (lake, river), Volleyball, Walking/hiking trails",0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1
Silver Birches RV Resort,https://campinginontario.ca/SilverBirchesRVResort,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/366Silver%20Birchs%20Carefree%20RV%20Resort.JPG,"9537 Army Camp Rd, Lambton Shores, Ontario, N0N 1J3",N0N 1J3,43.19939,-81.94736,2020-05-01,2020-10-31,1,1,1,1,171,30,141,30,142,7,0,22,35,"Basketball, Horseshoes, Pedal carts, Swimming (lake, river), Volleyball, Walking/hiking trails, Wildlife viewing/birding",0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1
Singleton Lake Family Camping & Cottages,https://campinginontario.ca/SingletonLakeFamilyCampingAndCottages,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/369Singleton%20Lake%20Family%20Camping%20and%20Cottages.JPG,"3485 County Rd 3, RR 1, Lyndhurst, Ontario, K0E 1N0",K0E 1N0,44.52029,-76.123,2020-05-07,2020-10-01,1,1,1,1,100,10,90,30,12,88,0,0,40,"Volleyball, Badminton, Boat rental (motorized), Boat rental (non-motorized), Fishing, Horseshoes, Motorboats allowed, Soccer",0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1
Skycroft Campground,https://campinginontario.ca/SkycroftCampground,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/370Skycroft%201.jpg,"2827 Opinicon Rd, RR 1, Elgin, Ontario, K0G 1E0",K0G 1E0,44.54796,-76.36418,2020-05-15,2020-10-15,1,1,1,1,82,22,60,30,22,48,0,12,44,"Boat rental (motorized), Boat rental (non-motorized), Cycling, Fishing, Soccer, Swimming (lake, river), Volleyball, Walking/hiking trails",0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1
Spanish River Resort & Campground,https://campinginontario.ca/SpanishRiverResortCampground,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/4711Spanish%20River%201.jpg,"69 Colonization Rd, Spanish, Ontario, P0P 2A0",P0P 2A0,46.18663,-82.34056,2020-04-15,2020-10-31,1,1,1,1,25,10,15,30,10,10,5,0,50,"Boat rental (motorized), Boat tours (scenic), Fishing, Motorboats allowed, Swimming (lake, river)",0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1
Spring Rock Tent & Trailer Park,https://campinginontario.ca/SpringRockTentAndTrailerPark,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/383Spring%20Rock%20Tent%20and%20Trailer%20Park.jpg,"2770 Millage Rd, Young's Point, Ontario, K0L 3G0",K0L 3G0,44.53457,-78.263,2020-05-08,2020-09-27,1,1,0,0,116,6,110,30,112,4,0,0,40,"Water skiing, Basketball, Cycling, Farmers' market/stands, Fishing, Horseback riding, Horseshoes, Walking/hiking trails",0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
Spry Lake Camp,https://campinginontario.ca/SpryLakeCamp,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/519SprySign.jpg,"2911 County Rd 13, RR 3, Wiarton, Ontario, N0H 2T0",N0H 2T0,44.73235,-81.2507,2020-05-01,2020-10-12,1,1,0,1,71,3,68,30,68,0,0,3,"
","Go-karts, Boat rental (non-motorized), Fishing",0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
Summer House Park,https://campinginontario.ca/SummerHousePark,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/392Summer%20House%20Park.jpg,"197 Miller Lake Shore Rd, RR 1, Miller Lake, Ontario, N0H 1Z0",N0H 1Z0,45.09868,-81.40273,2020-05-01,2020-10-15,1,1,1,1,232,75,157,50,188,33,0,11,45,"Boat rental (motorized), Day use, Fishing, Mountain biking, Scuba diving, Swimming (lake, river), Tennis, Water park",1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
Tobermory Village Campground,https://campinginontario.ca/TobermoryVillageCampground,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/409519-596-2689.jpg,"7159 Hwy 6, Tobermory, Ontario, N0H 2R0",N0H 2R0,45.23694,-81.64129,2020-05-01,2020-10-12,1,1,1,1,200,180,20,50,85,55,0,60,45,"Pedal carts, Basketball, Boat rental (non-motorized), Fitness, Table tennis, Volleyball, Water park",1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1
Toronto West KOA,https://campinginontario.ca/TorontoWestKOA,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/258Toronto%20West%20KOA%201.jpg,"9301 Second Line, Campbellville, Ontario, L0P 1B0",L0P 1B0,43.48387,-80.00333,2020-01-02,2020-12-31,0,1,1,1,110,110,0,50,48,20,13,29,80,"Casino, Cycling, Horse racing, Mountain biking, Pedal carts, Restaurants, Walking/hiking trails, Wildlife viewing/birding",1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1
Tower Manor Family Cottages & Campsites,https://campinginontario.ca/TowerManorFamilyCottagesAndCampsites,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/410905-342-2078.jpg,"5194 Tower Manor Rd, PO Box 111, RR 2, Bewdley, Ontario, K0L 1E0",K0L 1E0,44.10271,-78.27948,2020-05-01,2020-10-12,1,1,1,1,46,12,34,30,46,0,0,0,35,"Boat rental (motorized), Boat rental (non-motorized), Casino, Fishing, Golf, Horseback riding, Walking/hiking trails, Water skiing",0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1
Trailside RV Resort,https://campinginontario.ca/TrailsideRVResort,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/412Trailside%20Carefee%20RV%20Resort.JPG,"105 Blue Lake Rd, Seguin, Ontario, P2A 0B2",P2A 0B2,45.29484,-79.97895,2020-05-01,2020-10-31,1,1,1,1,238,37,201,30,4,207,0,27,60,"ATV-friendly, Boat rental (motorized), Boat rental (non-motorized), Fishing, Motorboats allowed, Swimming (lake, river), Walking/hiking trails, Wildlife viewing/birding",0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1
Trout Haven Park,https://campinginontario.ca/TroutHavenPark,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/416Southwest%20Ontario%209.jpg,"24749 Park St, RR 3, Strathroy, Ontario, N7G 3H5",N7G 3H5,42.93905,-81.62468,2020-05-01,2020-10-31,1,1,1,1,75,25,50,50,65,5,0,5,40,"Basketball, Casino, Fishing, Golf, Museum/heritage sites, Shuffleboard, Walking/hiking trails, Wildlife viewing/birding",1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
Twin Lakes Camping,https://campinginontario.ca/TwinLakesCamping,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/418Twin%20Lakes%20Camping.JPG,"35 Hwy 581, Moonbeam, Ontario, P0L 1V0",P0L 1V0,49.3741,-82.16228,2020-05-08,2020-09-13,1,1,1,1,308,47,261,30,47,253,0,8,65,"Amusement park, Cycling, Day use, Fishing, Swimming (lake, river), Walking/hiking trails, Water park, Wildlife viewing/birding",1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1
Veilleux Camping & Marina,https://campinginontario.ca/VeilleuxCampingMarina,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/655Veilleux%20Camping%20and%20Marina.jpg,"20 Desgroseillers Rd, Hearst, Ontario, P0L 1N0",P0L 1N0,49.7958,-83.71462,2020-05-15,2020-09-15,1,1,1,1,55,15,40,30,50,2,0,3,"
","Boat rental (motorized), Fishing, Restaurants, Snowmobiling, Swimming (lake, river)",0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1
Wasaga Pines Cottage & RV Resort - Parkbridge,https://campinginontario.ca/WasagaPinesCottageandRVResort,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/427Wasaga%20Pines%20Cottage%20and%20RV%20Resort.jpg,"1780 County Rd 92, Elmvale, Ontario, L0L 1P0",L0L 1P0,44.56519,-79.90777,2020-05-01,2020-10-01,1,1,1,1,241,39,202,30,213,28,0,0,"
","Baseball, Basketball, Golf (mini), Horseshoes, Soccer, Swimming (lake, river), Table tennis, Volleyball",1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1
